Sentence: #;Word;Tag
;9;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;60;PACK
;x;PACK
;50;PACK
;ml;PACK
;(;O
;luer;O
;lock;O
;);O
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 10942;visanne;NAME
;2;STRENGTH
;mg;STRENGTH
;3;PACK
;x;PACK
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 10943;moxifloxacin;NAME
;fresenius;O
;kabi;O
;1;STRENGTH
;,;O
;6;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;250;PACK
;ml;PACK
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 10944;diacomit;NAME
;250;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 10945;iomeron;NAME
;350;STRENGTH
;mg;STRENGTH
;iod;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;100;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 10946;glucagen;NAME
;1;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;+;PACK
;solvens;PACK
;pulv;FORM
;.;FORM
;og;FORM
;sol;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;op;FORM
Sentence: 10947;pergoveris;NAME
;10;PACK
;sæt;PACK
;pulv;FORM
;.;FORM
;og;FORM
;sol;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;op;FORM
Sentence: 10948;prothiaden;NAME
;75;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;overtrukne;FORM
;tabletter;FORM
Sentence: 10949;finastab;NAME
;1;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 10950;sifrol;NAME
;0;STRENGTH
;,;O
;18;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 10951;diklofenak;NAME
;orifarm;O
;50;STRENGTH
;mg;STRENGTH
;20;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterotabletter;FORM
Sentence: 10952;fotil;NAME
;forte;NAME
;40;STRENGTH
;+;STRENGTH
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;øjendrb;FORM
;.;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;endos;FORM
;.;FORM
Sentence: 10953;briviact;NAME
;100;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 10954;fentanyl;NAME
;orion;O
;75;STRENGTH
;rgt;STRENGTH
;8;PACK
;stk;PACK
;.;PACK
;depotplastre;FORM
Sentence: 10955;ambirix;NAME
;1;PACK
;stk;PACK
;.;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Sentence: 10956;ibuprofen;NAME
;orion;O
;400;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 10957;rescueflow;NAME
;6;PACK
;x;PACK
;250;PACK
;ml;PACK
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 10958;canixin;NAME
;dhppi;NAME
;10;PACK
;x;PACK
;1;PACK
;doser;PACK
;lyofil;FORM
;.;FORM
;+;FORM
;sol;FORM
;.;FORM
;inj;FORM
;.;FORM
;sus;FORM
Sentence: 10959;sildenafil;NAME
;stada;O
;50;STRENGTH
;mg;STRENGTH
;4;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 10960;intratect;NAME
;100;STRENGTH
;g;STRENGTH
;/;STRENGTH
;l;STRENGTH
;100;PACK
;ml;PACK
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 10961;fluconazol;NAME
;stada;O
;50;STRENGTH
;mg;STRENGTH
;7;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 10962;procoralan;NAME
;5;STRENGTH
;mg;STRENGTH
;112;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;orifarm;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 10963;femicept;NAME
;150;STRENGTH
;mkg;STRENGTH
;+;STRENGTH
;30;STRENGTH
;mkg;STRENGTH
;3;PACK
;x;PACK
;21;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;overtrukne;FORM
;tabletter;FORM
Sentence: 10964;aciclovir;NAME
;1;O
;a;NAME
;farma;O
;200;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 10965;sycrest;NAME
;10;STRENGTH
;mg;STRENGTH
;20;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;resoribl;FORM
;.;FORM
;,;O
;subling;FORM
;.;FORM
Sentence: 10966;prednisolon;NAME
;dak;O
;25;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Sentence: 10967;fampyra;NAME
;10;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;2;PACK
;care;PACK
;4;PACK
;);O
;depottabletter;FORM
Sentence: 10968;baytril;NAME
;vet;NAME
;.;NAME
;50;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;1;PACK
;x;PACK
;50;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 10969;permethrin;NAME
;2;O
;care;NAME
;4;O
;5;STRENGTH
;pc;STRENGTH
;30;PACK
;g;PACK
;creme;FORM
Sentence: 10970;toviaz;NAME
;4;STRENGTH
;mg;STRENGTH
;84;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 10971;spiriva;NAME
;respimat;NAME
;2;STRENGTH
;,;O
;5;STRENGTH
;rg;STRENGTH
;30;PACK
;doser;PACK
;(;O
;60;PACK
;pust;O
;);O
;inhal;FORM
;.;FORM
;væske;FORM
;,;O
;opløsn;FORM
;.;FORM
Sentence: 10972;broadline;NAME
;katte;NAME
;<;NAME
;2;NAME
;,;O
;5;NAME
;kg;NAME
;24;STRENGTH
;,;O
;9;STRENGTH
;+;STRENGTH
;30;STRENGTH
;+;STRENGTH
;1;STRENGTH
;,;O
;2;STRENGTH
;+;STRENGTH
;24;STRENGTH
;,;O
;9;STRENGTH
;mg;STRENGTH
;15;PACK
;x;PACK
;0;PACK
;,;O
;3;PACK
;ml;PACK
;spot;FORM
;-;FORM
;on;FORM
;,;O
;opløsning;FORM
Sentence: 10973;ancozan;NAME
;comp;NAME
;100;STRENGTH
;+;STRENGTH
;12;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 10974;flixonase;NAME
;50;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;120;PACK
;doser;PACK
;næsespray;FORM
;,;O
;susp;FORM
;.;FORM
Sentence: 10975;sumatriptan;NAME
;accord;O
;50;STRENGTH
;mg;STRENGTH
;6;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 10976;tetmodis;NAME
;25;STRENGTH
;mg;STRENGTH
;112;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Sentence: 10977;tamiflu;NAME
;30;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 10978;salflumix;NAME
;easyhaler;NAME
;50;STRENGTH
;+;STRENGTH
;250;STRENGTH
;mikg;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;60;PACK
;doser;PACK
;inhalationspulver;FORM
Sentence: 10979;foscan;NAME
;4;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;1;PACK
;x;PACK
;5;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 10980;pravastatin;NAME
;stada;O
;20;STRENGTH
;mg;STRENGTH
;120;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 10981;quetiapin;NAME
;accord;O
;150;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 10982;dermovate;NAME
;0;STRENGTH
;,;O
;5;STRENGTH
;mgg;STRENGTH
;4;PACK
;x;PACK
;25;PACK
;g;PACK
;salve;FORM
Sentence: 10983;pinemol;NAME
;500;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 10984;carbidopa;NAME
;/;NAME
;levodopa;O
;fair;O
;-;NAME
;med;O
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 10985;kalydeco;NAME
;150;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 10986;stefaminelle;NAME
;3;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;0;STRENGTH
;,;O
;02;STRENGTH
;mg;STRENGTH
;84;PACK
;stk;PACK
;.;PACK
;(;O
;3;PACK
;x;PACK
;28;PACK
;stk;PACK
;.;PACK
;);O
;(;O
;blister;O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 10987;plegridy;NAME
;63;STRENGTH
;/;STRENGTH
;94;STRENGTH
;mikrogram;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;+;PACK
;1;PACK
;stk;PACK
;.;PACK
;inj;FORM
;.;FORM
;vsk;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;sprøjte;FORM
Sentence: 10988;bonviva;NAME
;1;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;3;PACK
;ml;PACK
;(;O
;paranova;O
;);O
;inj;FORM
;.;FORM
;vsk;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;sprøjte;FORM
Sentence: 10989;hidrasec;NAME
;100;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 10990;flixotide;NAME
;50;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;120;PACK
;doser;PACK
;inhal;FORM
;.;FORM
;spray;FORM
;,;O
;susp;FORM
;.;FORM
Sentence: 10991;citalopram;NAME
;teva;O
;20;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 10992;maxidex;NAME
;1;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;ml;PACK
;øjendråber;FORM
;,;O
;susp;FORM
;.;FORM
Sentence: 10993;evra;NAME
;203;STRENGTH
;+;STRENGTH
;33;STRENGTH
;,;O
;9;STRENGTH
;mikg;STRENGTH
;/;STRENGTH
;24;STRENGTH
;timer;STRENGTH
;9;PACK
;stk;PACK
;.;PACK
;depotplastre;FORM
Sentence: 10994;wilnativ;NAME
;500;STRENGTH
;ie;STRENGTH
;+;STRENGTH
;500;STRENGTH
;ie;STRENGTH
;5;PACK
;ml;PACK
;pulv;FORM
;.;FORM
;og;FORM
;sol;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;op;FORM
Sentence: 10995;eliquis;NAME
;5;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;2;PACK
;care;PACK
;4;PACK
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 10996;synthadon;NAME
;vet;NAME
;.;NAME
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 10997;palladon;NAME
;50;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;1;PACK
;ml;PACK
;inj;FORM
;.;FORM
;-;FORM
;/;FORM
;inf;FORM
;.;FORM
;vsk;FORM
;.;FORM
;,;O
;opl;FORM
;.;FORM
Sentence: 10998;ultravist;NAME
;370;STRENGTH
;mg;STRENGTH
;iod;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;100;PACK
;ml;PACK
;inj;FORM
;.;FORM
;-;FORM
;/;FORM
;inf;FORM
;.;FORM
;vsk;FORM
;.;FORM
;,;O
;opl;FORM
;.;FORM
Sentence: 10999;adempas;NAME
;2;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;84;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;abacus;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 11000;fluconazol;NAME
;accord;O
;150;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 11001;ultibro;NAME
;breezhaler;NAME
;90;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;+;PACK
;inhalator;PACK
;inhal;FORM
;.;FORM
;pulv;FORM
;.;FORM
;,;O
;hård;FORM
;kap;FORM
Sentence: 11002;simvastatin;NAME
;krka;O
;10;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 11003;bravecto;NAME
;til;NAME
;hunde;NAME
;>;NAME
;20;NAME
;-;NAME
;40;NAME
;kg;NAME
;1000;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;spot;FORM
;-;FORM
;on;FORM
;,;O
;opløsning;FORM
Sentence: 11004;fentanyl;NAME
;orion;O
;100;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;time;STRENGTH
;4;PACK
;stk;PACK
;.;PACK
;depotplastre;FORM
Sentence: 11005;neupro;NAME
;8;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;24;STRENGTH
;timer;STRENGTH
;7;PACK
;stk;PACK
;.;PACK
;depotplastre;FORM
Sentence: 11006;avipro;NAME
;gumboro;NAME
;vac;NAME
;5000;PACK
;doser;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;opl;FORM
;.;FORM
;i;FORM
;drikkev;FORM
Sentence: 11007;unistrain;NAME
;prrs;NAME
;25;PACK
;doser;PACK
;+;PACK
;50;PACK
;ml;PACK
;lyofil;FORM
;.;FORM
;+;FORM
;sol;FORM
;.;FORM
;inj;FORM
;.;FORM
;sus;FORM
Sentence: 11008;mucolysin;NAME
;600;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;brusetabletter;FORM
Sentence: 11009;lansoprazol;NAME
;krka;O
;30;STRENGTH
;mg;STRENGTH
;14;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterokapsler;FORM
;,;O
;hårde;FORM
Sentence: 11010;ketoconazole;NAME
;hra;NAME
;200;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 11011;atropin;NAME
;stragen;O
;0;STRENGTH
;,;O
;1;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;5;PACK
;ml;PACK
;inj;FORM
;.;FORM
;vsk;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;sprøjte;FORM
Sentence: 11012;amlodipin;NAME
;sandoz;O
;10;STRENGTH
;mg;STRENGTH
;250;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Sentence: 11013;med;NAME
;.;NAME
;oxygen;O
;air;O
;liquide;O
;100;O
;%;NAME
;100;STRENGTH
;%;STRENGTH
;2;PACK
;l;PACK
;(;O
;viproxal;O
;,;O
;0;PACK
;-;PACK
;6;PACK
;l;PACK
;/;PACK
;min;O
;);O
;med;FORM
;.;FORM
;gas;FORM
;,;O
;komprim;FORM
;.;FORM
Sentence: 11014;medikinet;NAME
;cr;NAME
;20;STRENGTH
;mg;STRENGTH
;26;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kap;FORM
;.;FORM
;m;FORM
;.;FORM
;mod;FORM
;.;FORM
;udløs;FORM
;.;FORM
;hård;FORM
Sentence: 11015;srivasso;NAME
;18;STRENGTH
;mikrogram;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;inhal;FORM
;.;FORM
;pulv;FORM
;.;FORM
;,;O
;hård;FORM
;kap;FORM
Sentence: 11016;intuniv;NAME
;1;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;paranova;O
;);O
;depottabletter;FORM
Sentence: 11017;orgalutran;NAME
;0;STRENGTH
;,;O
;25;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;0;STRENGTH
;,;O
;5;STRENGTH
;ml;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;(;O
;2;PACK
;care;PACK
;4;PACK
;);O
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 11018;victoza;NAME
;6;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;2;PACK
;stk;PACK
;.;PACK
;(;O
;abacus;O
;);O
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;pen;FORM
Sentence: 11019;kestine;NAME
;20;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 11020;vimpat;NAME
;100;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;orifarm;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 11021;keppra;NAME
;100;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;5;PACK
;ml;PACK
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væsk;FORM
;.;FORM
;opl;FORM
;.;FORM
Sentence: 11022;prolia;NAME
;60;STRENGTH
;mgm;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;(;O
;europharma;O
;);O
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 11023;lamotrigin;NAME
;teva;O
;25;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;dispergible;FORM
;tabl;FORM
;.;FORM
Sentence: 11024;moventig;NAME
;25;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 11025;orencia;NAME
;125;STRENGTH
;mg;STRENGTH
;4;PACK
;stk;PACK
;.;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;pen;FORM
Sentence: 11026;emselex;NAME
;7;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;abacus;O
;);O
;depottabletter;FORM
Sentence: 11027;sprycel;NAME
;20;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 11028;stronghold;NAME
;45;STRENGTH
;mg;STRENGTH
;3;PACK
;stk;PACK
;.;PACK
;(;O
;paranova;O
;);O
;spot;FORM
;-;FORM
;on;FORM
;,;O
;opløsning;FORM
Sentence: 11029;noromectin;NAME
;vet;NAME
;.;NAME
;1;STRENGTH
;%;STRENGTH
;til;STRENGTH
;kvæg;STRENGTH
;1;PACK
;x;PACK
;100;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 11030;exelon;NAME
;9;STRENGTH
;,;O
;5;STRENGTH
;mgh;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;europharmadk;O
;);O
;depotplastre;FORM
Sentence: 11031;malfin;NAME
;100;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 11032;transtec;NAME
;35;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;time;STRENGTH
;8;PACK
;stk;PACK
;.;PACK
;depotplastre;FORM
Sentence: 11033;pregabalin;NAME
;mylan;O
;25;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 11034;ramipril;NAME
;hexal;O
;2;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;500;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Sentence: 11035;nimenrix;NAME
;5;STRENGTH
;+;STRENGTH
;5;STRENGTH
;+;STRENGTH
;5;STRENGTH
;+;STRENGTH
;5;STRENGTH
;mikrogram;STRENGTH
;1;PACK
;dosis;PACK
;pulv;FORM
;.;FORM
;og;FORM
;sol;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;op;FORM
Sentence: 11036;symbicort;NAME
;turbuhaler;NAME
;360;PACK
;doser;PACK
;inhalationspulver;FORM
Sentence: 11037;carvedilol;NAME
;stada;O
;6;STRENGTH
;,;O
;25;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Sentence: 11038;rixubis;NAME
;500;STRENGTH
;ie;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;pulv;FORM
;.;FORM
;og;FORM
;sol;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;op;FORM
Sentence: 11039;nobilis;NAME
;paramyxo;NAME
;p201;NAME
;vet;NAME
;.;NAME
;20;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;emulsion;FORM
Sentence: 11040;bromam;NAME
;6;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Sentence: 11041;locoid;NAME
;0;STRENGTH
;,;O
;1;STRENGTH
;pc;STRENGTH
;30;PACK
;ml;PACK
;kutanopløsning;FORM
Sentence: 11042;cystagon;NAME
;150;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;kapsler;FORM
;,;O
;hårde;FORM
Sentence: 11043;advantage;NAME
;vet;NAME
;.;NAME
;til;NAME
;hund;NAME
;100;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;4;PACK
;x;PACK
;4;PACK
;ml;PACK
;kutanopløsning;FORM
Sentence: 11044;octacillin;NAME
;vet;NAME
;.;NAME
;800;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;500;PACK
;g;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;opl;FORM
;.;FORM
;i;FORM
;drikkev;FORM
Sentence: 11045;herpavir;NAME
;50;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;2;PACK
;g;PACK
;creme;FORM
Sentence: 11046;hjertealbyl;NAME
;75;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;enterotabletter;FORM
Sentence: 11047;relistor;NAME
;12;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;0;STRENGTH
;,;O
;6;STRENGTH
;ml;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 11048;seretide;NAME
;diskus;NAME
;60;PACK
;doser;PACK
;inhalationspulv;FORM
;,;O
;afd;FORM
Sentence: 11049;innovair;NAME
;200;STRENGTH
;+;STRENGTH
;6;STRENGTH
;mikrog;STRENGTH
;.;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;120;PACK
;doser;PACK
;(;O
;dosistæller;O
;);O
;inhal;FORM
;.;FORM
;spray;FORM
;,;O
;opløsn;FORM
;.;FORM
Sentence: 11050;airflusal;NAME
;forspiro;NAME
;50;STRENGTH
;+;STRENGTH
;500;STRENGTH
;mikrogram;STRENGTH
;180;PACK
;doser;PACK
;(;O
;3;PACK
;x;PACK
;60;PACK
;);O
;inhalationspulv;FORM
;,;O
;afd;FORM
Sentence: 11051;pantoprazol;NAME
;krka;O
;20;STRENGTH
;mg;STRENGTH
;14;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterotabletter;FORM
Sentence: 11052;felodipin;NAME
;actavis;O
;10;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Sentence: 11053;acarizax;NAME
;12;STRENGTH
;sq;STRENGTH
;-;STRENGTH
;hdm;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;frysetørret;FORM
;tablet;FORM
Sentence: 11054;symbicort;NAME
;forte;NAME
;turbuhaler;NAME
;9;STRENGTH
;+;STRENGTH
;320;STRENGTH
;mikrog;STRENGTH
;.;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;60;PACK
;doser;PACK
;inhalationspulver;FORM
Sentence: 11055;levetiracetam;NAME
;accord;O
;1000;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Sentence: 11056;hyqvia;NAME
;100;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;200;PACK
;ml;PACK
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Sentence: 11057;abboticin;NAME
;1;STRENGTH
;g;STRENGTH
;1;PACK
;htgl;PACK
;.;PACK
;a;PACK
;1;PACK
;g;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
Sentence: 11058;nocutil;NAME
;0;STRENGTH
;,;O
;1;STRENGTH
;mg;STRENGTH
;90;PACK
;stk;PACK
;.;PACK
