Drug: #;Word;Tag
;(;O
;stål;O
;.;PACK
;);O
;med;FORM
;.;FORM
;gas;FORM
;,;O
;flydende;FORM
Drug: 8221;avipro;NAME
;gumboro;NAME
;vac;NAME
;10;PACK
;x;PACK
;1000;PACK
;doser;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;opl;FORM
;.;FORM
;i;FORM
;drikkev;FORM
Drug: 8222;zingovet;NAME
;1000;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;25;PACK
;kg;PACK
;premix;FORM
;t;FORM
;.;FORM
;foderlægem;FORM
;.;FORM
Drug: 8223;palexia;NAME
;retard;NAME
;150;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 8224;novorapid;NAME
;pumpcart;NAME
;100;STRENGTH
;e;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;1;PACK
;,;O
;6;PACK
;ml;PACK
;(;O
;orifarm;O
;);O
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 8225;topiratore;NAME
;25;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8226;natrilix;NAME
;retard;NAME
;1;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 8227;sildenafil;NAME
;stada;O
;50;STRENGTH
;mg;STRENGTH
;4;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8228;imadrax;NAME
;1000;STRENGTH
;mg;STRENGTH
;16;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8229;lamotrigin;NAME
;1;O
;a;NAME
;farma;O
;200;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;dispergible;FORM
;tabl;FORM
;.;FORM
Drug: 8230;oxcarbazepin;NAME
;orion;O
;600;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8231;onglyza;NAME
;5;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8232;moxifloxacin;NAME
;fresenius;O
;kabi;O
;1;STRENGTH
;,;O
;6;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;250;PACK
;ml;PACK
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 8233;caspofungin;NAME
;lorien;O
;50;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;pu;FORM
;.;FORM
;t;FORM
;.;FORM
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;v;FORM
;.;FORM
;,;O
;o;FORM
Drug: 8234;tramadol;NAME
;aurobindo;O
;50;STRENGTH
;mg;STRENGTH
;20;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 8235;rhinocort;NAME
;aqua;NAME
;32;STRENGTH
;rgd;STRENGTH
;120;PACK
;doser;PACK
;næsespray;FORM
;,;O
;susp;FORM
;.;FORM
Drug: 8236;zalasta;NAME
;5;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;smeltetabletter;FORM
Drug: 8237;monoprost;NAME
;50;STRENGTH
;rgm;STRENGTH
;90;PACK
;x;PACK
;0;PACK
;,;O
;2;PACK
;ml;PACK
;øjendrb;FORM
;.;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;endos;FORM
;.;FORM
Drug: 8238;ibuprofen;NAME
;actavis;O
;600;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8239;neotigason;NAME
;10;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 8240;nicotinell;NAME
;mint;NAME
;2;STRENGTH
;mg;STRENGTH
;96;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;medicinsk;FORM
;tyggegummi;FORM
Drug: 8241;abboticin;NAME
;novum;NAME
;500;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8242;trimonil;NAME
;retard;NAME
;400;STRENGTH
;mg;STRENGTH
;200;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 8243;depo;NAME
;-;NAME
;medrol;NAME
;40;STRENGTH
;mgm;STRENGTH
;1;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Drug: 8244;movinella;NAME
;3;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;20;STRENGTH
;mikrogram;STRENGTH
;3;PACK
;x;PACK
;21;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8245;tradolan;NAME
;50;STRENGTH
;mg;STRENGTH
;20;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 8246;puregon;NAME
;600;STRENGTH
;iu;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;(;O
;0;PACK
;,;O
;72;PACK
;ml;PACK
;);O
;(;O
;orifarm;O
;);O
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 8247;mekinist;NAME
;2;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8248;entocort;NAME
;3;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;kap;FORM
;.;FORM
;m;FORM
;.;FORM
;mod;FORM
;.;FORM
;udløs;FORM
;.;FORM
;hård;FORM
Drug: 8249;seroquel;NAME
;xr;NAME
;300;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 8250;nicotinell;NAME
;7;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;24;STRENGTH
;timer;STRENGTH
;7;PACK
;stk;PACK
;.;PACK
;depotplastre;FORM
Drug: 8251;campral;NAME
;333;STRENGTH
;mg;STRENGTH
;84;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterotabletter;FORM
Drug: 8252;prac;NAME
;-;NAME
;tic;NAME
;137;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;3;PACK
;stk;PACK
;.;PACK
;spot;FORM
;-;FORM
;on;FORM
;,;O
;opløsning;FORM
Drug: 8253;purevax;NAME
;felv;NAME
;10;PACK
;x;PACK
;1;PACK
;dosis;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Drug: 8254;octagam;NAME
;100;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;20;PACK
;ml;PACK
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 8255;caprelsa;NAME
;300;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;3;PACK
;x;PACK
;10;PACK
;);O
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8256;norvipren;NAME
;400;STRENGTH
;mikrogram;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;resoribl;FORM
;.;FORM
;,;O
;subling;FORM
;.;FORM
Drug: 8257;telzir;NAME
;700;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8258;candemox;NAME
;comp;NAME
;16;STRENGTH
;+;STRENGTH
;12;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 8259;alprox;NAME
;0;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Drug: 8260;combar;NAME
;30;STRENGTH
;mg;STRENGTH
;120;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8261;dicillin;NAME
;500;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 8262;tylan;NAME
;vet;NAME
;.;NAME
;100;PACK
;g;PACK
;pulv;FORM
;.;FORM
;vandopløseligt;FORM
Drug: 8263;propranolol;NAME
;retard;NAME
;nordic;NAME
;prim;NAME
;80;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depotkapsler;FORM
;,;O
;hårde;FORM
Drug: 8264;vetergesic;NAME
;vet;NAME
;.;NAME
;0;STRENGTH
;,;O
;3;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 8265;nexium;NAME
;10;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;enterogran;FORM
;.;FORM
;oral;FORM
;sus;FORM
Drug: 8266;tyverb;NAME
;250;STRENGTH
;mg;STRENGTH
;84;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8267;xylocain;NAME
;-;NAME
;adrenalin;NAME
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;+;STRENGTH
;5;STRENGTH
;mikrog;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;20;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 8268;fexofenadin;NAME
;cipla;O
;180;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8269;kodamid;NAME
;dak;O
;250;STRENGTH
;+;STRENGTH
;9;STRENGTH
;,;O
;6;STRENGTH
;+;STRENGTH
;50;STRENGTH
;+;STRENGTH
;150;STRENGTH
;mg;STRENGTH
;200;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Drug: 8270;tavegyl;NAME
;1;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;2;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 8271;puregon;NAME
;300;STRENGTH
;ie;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;(;O
;0;PACK
;,;O
;36;PACK
;ml;PACK
;);O
;(;O
;2;PACK
;care;PACK
;4;PACK
;);O
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 8272;pamol;NAME
;flash;NAME
;500;STRENGTH
;mg;STRENGTH
;8;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;smeltetabletter;FORM
Drug: 8273;purevax;NAME
;rcpch;NAME
;felv;NAME
;10;PACK
;doser;PACK
;pulv;FORM
;.;FORM
;og;FORM
;sol;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;su;FORM
Drug: 8274;brimonidintartrat;NAME
;2;O
;care;NAME
;4;O
;2;STRENGTH
;mgm;STRENGTH
;3;PACK
;x;PACK
;5;PACK
;ml;PACK
;øjendrb;FORM
;.;FORM
;,;O
;opløsning;FORM
Drug: 8275;forsteo;NAME
;250;STRENGTH
;rgm;STRENGTH
;28;PACK
;doser;PACK
;(;O
;2;PACK
;,;O
;4;PACK
;ml;PACK
;);O
;(;O
;europharma;O
;);O
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 8276;exproline;NAME
;vet;NAME
;.;NAME
;50;STRENGTH
;mg;STRENGTH
;3;PACK
;x;PACK
;0;PACK
;,;O
;50;PACK
;ml;PACK
;spot;FORM
;-;FORM
;on;FORM
;,;O
;opløsning;FORM
Drug: 8277;sulfasalazin;NAME
;medac;O
;500;STRENGTH
;mg;STRENGTH
;300;PACK
;stk;PACK
;.;PACK
;enterotabletter;FORM
Drug: 8278;votubia;NAME
;5;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 8279;dicloxacillin;NAME
;alternova;O
;500;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 8280;capstar;NAME
;vet;NAME
;.;NAME
;til;NAME
;store;NAME
;hunde;NAME
;57;STRENGTH
;mg;STRENGTH
;6;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 8281;metex;NAME
;50;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;6;PACK
;x;PACK
;0;PACK
;,;O
;25;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 8282;atrovent;NAME
;21;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;360;PACK
;doser;PACK
;næsespray;FORM
;,;O
;opløsning;FORM
Drug: 8283;orencia;NAME
;125;STRENGTH
;mg;STRENGTH
;4;PACK
;stk;PACK
;.;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;pen;FORM
Drug: 8284;seretide;NAME
;50;STRENGTH
;+;STRENGTH
;250;STRENGTH
;mikrog;STRENGTH
;.;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;60;PACK
;doser;PACK
;i;PACK
;diskos;PACK
;inhalationspulv;FORM
;,;O
;afd;FORM
Drug: 8285;triolif;NAME
;mint;NAME
;2;STRENGTH
;+;STRENGTH
;0;STRENGTH
;,;O
;60;STRENGTH
;+;STRENGTH
;1;STRENGTH
;,;O
;20;STRENGTH
;mg;STRENGTH
;24;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;sugetabletter;FORM
Drug: 8286;mirtazapin;NAME
;orion;O
;30;STRENGTH
;mg;STRENGTH
;90;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;smeltetabletter;FORM
Drug: 8287;noroclav;NAME
;vet;NAME
;.;NAME
;400;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;100;STRENGTH
;mg;STRENGTH
;10;PACK
;x;PACK
;2;PACK
;x;PACK
;5;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 8288;pregabalin;NAME
;stada;O
;75;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 8289;rebif;NAME
;8;STRENGTH
;,;O
;8;STRENGTH
;+;STRENGTH
;22;STRENGTH
;mikrogram;STRENGTH
;6;PACK
;x;PACK
;0;PACK
;,;O
;2;PACK
;ml;PACK
;+;PACK
;6;PACK
;x;PACK
;0;PACK
;,;O
;5;PACK
;ml;PACK
;fyldt;PACK
;inj;PACK
;.;PACK
;spr;PACK
;.;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 8290;trandolapril;NAME
;aurobindo;O
;2;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 8291;oxycodone;NAME
;depot;O
;sandoz;O
;10;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 8292;ivomec;NAME
;comp;NAME
;15;STRENGTH
;,;O
;5;STRENGTH
;+;STRENGTH
;77;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;50;PACK
;x;PACK
;7;PACK
;,;O
;74;PACK
;g;PACK
;oral;FORM
;pasta;FORM
Drug: 8293;evicel;NAME
;2;PACK
;ml;PACK
;vævsklæber;FORM
Drug: 8294;arlevert;NAME
;20;STRENGTH
;+;STRENGTH
;40;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 8295;marvelon;NAME
;150;STRENGTH
;+;STRENGTH
;30;STRENGTH
;mikrogram;STRENGTH
;63;PACK
;stk;PACK
;.;PACK
;(;O
;3;PACK
;x;PACK
;21;PACK
;);O
;tabletter;FORM
Drug: 8296;bovalto;NAME
;respi;NAME
;intranasal;NAME
;5;PACK
;doser;PACK
;na;FORM
;.;FORM
;spr;FORM
;,;O
;lyo;FORM
;+;FORM
;solv;FORM
;.;FORM
;f;FORM
;.;FORM
;su;FORM
Drug: 8297;azithromycin;NAME
;jubilant;O
;250;STRENGTH
;mg;STRENGTH
;6;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8298;abboticin;NAME
;500;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8299;relvar;NAME
;ellipta;NAME
;30;PACK
;doser;PACK
;(;O
;europharmadk;O
;);O
;inhalationspulv;FORM
;,;O
;afd;FORM
Drug: 8300;vilan;NAME
;10;STRENGTH
;mg;STRENGTH
;6;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;suppositorier;FORM
Drug: 8301;cinryze;NAME
;500;STRENGTH
;un;STRENGTH
;2;PACK
;stk;PACK
;.;PACK
;(;O
;paranova;O
;);O
;pulv;FORM
;.;FORM
;og;FORM
;sol;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;op;FORM
Drug: 8302;prometazin;NAME
;orifarm;O
;25;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Drug: 8303;copegus;NAME
;400;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8304;metformin;NAME
;orifarm;O
;1000;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8305;olbetam;NAME
;250;STRENGTH
;mg;STRENGTH
;90;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 8306;carvedilol;NAME
;hexal;O
;6;STRENGTH
;,;O
;25;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 8307;bayvantic;NAME
;vet;NAME
;.;NAME
;,;O
;hunde;NAME
;max;NAME
;4;NAME
;kg;NAME
;500;STRENGTH
;+;STRENGTH
;100;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;4;PACK
;x;PACK
;0;PACK
;,;O
;4;PACK
;ml;PACK
;spot;FORM
;-;FORM
;on;FORM
;,;O
;opløsning;FORM
Drug: 8308;ibumetin;NAME
;600;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8309;metopirone;NAME
;250;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;kapsler;FORM
;,;O
;bløde;FORM
Drug: 8310;pradaxa;NAME
;75;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 8311;risperidon;NAME
;stada;O
;1;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8312;augmentin;NAME
;forte;NAME
;50;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;+;STRENGTH
;12;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;100;PACK
;ml;PACK
;pulver;FORM
;t;FORM
;.;FORM
;oral;FORM
;susp;FORM
;.;FORM
Drug: 8313;toltarox;NAME
;50;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;250;PACK
;ml;PACK
;oral;FORM
;suspension;FORM
Drug: 8314;pinex;NAME
;junior;NAME
;125;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;suppositorier;FORM
Drug: 8315;diclofenac;NAME
;orifarm;O
;11;STRENGTH
;,;O
;6;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;100;PACK
;g;PACK
;gel;FORM
Drug: 8316;orfiril;NAME
;long;NAME
;1000;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depotgranulat;FORM
Drug: 8317;porcilis;NAME
;porcoli;NAME
;diluvac;NAME
;forte;NAME
;50;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Drug: 8318;protelos;NAME
;2;STRENGTH
;g;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;orifarm;O
;);O
;gran;FORM
;.;FORM
;til;FORM
;oral;FORM
;susp;FORM
;.;FORM
Drug: 8319;mircera;NAME
;120;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;0;STRENGTH
;,;O
;3;STRENGTH
;ml;STRENGTH
;1;PACK
;sprøjte;PACK
;inj;FORM
;.;FORM
;vsk;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;sprøjte;FORM
Drug: 8320;modafinil;NAME
;bluefish;O
;100;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 8321;diclosup;NAME
;100;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;suppositorier;FORM
Drug: 8322;conoxia;NAME
;100;NAME
;%;NAME
;100;STRENGTH
;%;STRENGTH
;20;PACK
;l;PACK
;(;O
;stål;O
;.;PACK
;);O
;med;FORM
;.;FORM
;gas;FORM
;,;O
;komprim;FORM
;.;FORM
Drug: 8323;bravecto;NAME
;1400;STRENGTH
;mg;STRENGTH
;2;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tyggetabletter;FORM
Drug: 8324;ringerfundin;NAME
;10;PACK
;x;PACK
;500;PACK
;ml;PACK
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 8325;nobivac;NAME
;pi;NAME
;vet;NAME
;.;NAME
;5;PACK
;doser;PACK
;+;PACK
;solvens;PACK
;lyofil;FORM
;.;FORM
;+;FORM
;sol;FORM
;.;FORM
;inj;FORM
;.;FORM
;sus;FORM
Drug: 8326;profender;NAME
;til;NAME
;katte;NAME
;5;NAME
;-;NAME
;8;NAME
;kg;NAME
;1;STRENGTH
;,;O
;12;STRENGTH
;ml;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;2;PACK
;x;PACK
;1;PACK
;,;O
;12;PACK
;ml;PACK
;spot;FORM
;-;FORM
;on;FORM
;,;O
;opløsning;FORM
Drug: 8327;donepezil;NAME
;aurobindo;O
;5;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8328;fucidin;NAME
;2;STRENGTH
;%;STRENGTH
;30;PACK
;g;PACK
;salve;FORM
Drug: 8329;lamotrigin;NAME
;1;O
;a;NAME
;farma;O
;100;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;dispergible;FORM
;tabl;FORM
;.;FORM
Drug: 8330;optiray;NAME
;350;STRENGTH
;mg;STRENGTH
;iod;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;100;PACK
;ml;PACK
;inj;FORM
;.;FORM
;-;FORM
;/;FORM
;inf;FORM
;.;FORM
;vsk;FORM
;.;FORM
;,;O
;opl;FORM
;.;FORM
Drug: 8331;diprofos;NAME
;depot;NAME
;7;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;25;PACK
;x;PACK
;2;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Drug: 8332;novomix;NAME
;30;NAME
;flexpen;NAME
;100;STRENGTH
;e;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;3;PACK
;ml;PACK
;(;O
;2;PACK
;care;PACK
;4;PACK
;);O
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;susp;FORM
;.;FORM
;,;O
;pen;FORM
Drug: 8333;strattera;NAME
;10;STRENGTH
;mg;STRENGTH
;7;PACK
;stk;PACK
;.;PACK
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 8334;mirvaso;NAME
;3;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;30;PACK
;g;PACK
;gel;FORM
Drug: 8335;metformin;NAME
;sandoz;O
;850;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8336;synulox;NAME
;vet;NAME
;.;NAME
;til;NAME
;hund;NAME
;og;NAME
;kat;NAME
;40;STRENGTH
;+;STRENGTH
;10;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 8337;imadrax;NAME
;500;STRENGTH
;mg;STRENGTH
;14;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 8338;cuprior;NAME
;150;STRENGTH
;mg;STRENGTH
;72;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 8339;fiasp;NAME
;100;STRENGTH
;enheder;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;3;PACK
;ml;PACK
;(;O
;paranova;O
;);O
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;pen;FORM
Drug: 8340;questran;NAME
;4;STRENGTH
;g;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
